plate,well,cycle_nr,time_s,temperature_C,raw_value,mutant
Plate1,A01,1,0,24.8,0.20319999754428864,F313D
Plate1,A01,2,1200,24.5,0.18880000710487366,F313D
Plate1,A01,3,2400,25.5,0.18979999423027039,F313D
Plate1,A01,4,3600,25.5,0.18950000405311584,F313D
Plate1,A01,5,4800,25.7,0.19040000438690186,F313D
Plate1,A01,6,6000,25.7,0.19259999692440033,F313D
Plate1,A01,7,7200,25.8,0.19509999454021454,F313D
Plate1,A01,8,8400,26.0,0.19769999384880066,F313D
Plate1,A01,9,9600,25.9,0.20010000467300415,F313D
Plate1,A01,10,10800,25.6,0.20270000398159027,F313D
Plate1,A01,11,12000,26.0,0.20509999990463257,F313D
Plate1,A01,12,13200,26.0,0.20649999380111694,F313D
Plate1,A01,13,14400,25.9,0.20800000429153442,F313D
Plate1,A01,14,15600,26.0,0.2092999964952469,F313D
Plate1,A01,15,16800,26.3,0.21050000190734863,F313D
Plate1,A01,16,18000,26.4,0.21150000393390656,F313D
Plate1,A01,17,19200,26.3,0.2125999927520752,F313D
Plate1,A01,18,20400,26.1,0.21369999647140503,F313D
Plate1,A01,19,21600,26.0,0.21480000019073486,F313D
Plate1,A01,20,22800,25.9,0.21610000729560852,F313D
Plate1,A01,21,24000,26.0,0.21729999780654907,F313D
Plate1,A01,22,25200,25.6,0.21870000660419464,F313D
Plate1,A01,23,26400,25.8,0.2198999971151352,F313D
Plate1,A01,24,27600,25.7,0.22130000591278076,F313D
Plate1,A01,25,28800,25.6,0.22280000150203705,F313D
Plate1,A01,26,30000,25.4,0.22390000522136688,F313D
Plate1,A01,27,31200,25.1,0.22519999742507935,F313D
Plate1,A01,28,32400,25.6,0.22630000114440918,F313D
Plate1,A01,29,33600,25.4,0.22759999334812164,F313D
Plate1,A01,30,34800,25.5,0.22869999706745148,F313D
Plate1,A01,31,36000,25.4,0.22990000247955322,F313D
Plate1,A01,32,37200,25.2,0.23109999299049377,F313D
Plate1,A01,33,38400,25.4,0.2321999967098236,F313D
Plate1,A01,34,39600,25.2,0.23340000212192535,F313D
Plate1,A01,35,40800,25.4,0.2345999926328659,F313D
Plate1,A01,36,42000,25.4,0.23579999804496765,F313D
Plate1,A01,37,43200,25.4,0.2371000051498413,F313D
Plate1,A01,38,44400,25.3,0.23819999396800995,F313D
Plate1,A01,39,45600,25.2,0.2393999993801117,F313D
Plate1,A01,40,46800,25.3,0.24050000309944153,F313D
Plate1,A01,41,48000,25.2,0.24169999361038208,F313D
Plate1,A01,42,49200,25.1,0.2425999939441681,F313D
Plate1,A01,43,50400,25.2,0.24410000443458557,F313D
Plate1,A01,44,51600,25.6,0.2451000064611435,F313D
Plate1,A01,45,52800,25.4,0.2459000051021576,F313D
Plate1,A01,46,54000,25.2,0.24690000712871552,F313D
Plate1,A01,47,55200,25.4,0.24779999256134033,F313D
Plate1,A01,48,56400,25.2,0.24889999628067017,F313D
Plate1,A01,49,57600,25.1,0.24959999322891235,F313D
Plate1,A02,1,0,24.8,0.2085999995470047,
Plate1,A02,2,1200,24.5,0.20309999585151672,
Plate1,A02,3,2400,25.5,0.19939999282360077,
Plate1,A02,4,3600,25.5,0.20200000703334808,
Plate1,A02,5,4800,25.7,0.20739999413490295,
Plate1,A02,6,6000,25.7,0.20200000703334808,
Plate1,A02,7,7200,25.8,0.21150000393390656,
Plate1,A02,8,8400,26.0,0.21389999985694885,
Plate1,A02,9,9600,25.9,0.2168000042438507,
Plate1,A02,10,10800,25.6,0.21729999780654907,
Plate1,A02,11,12000,26.0,0.2206999957561493,
Plate1,A02,12,13200,26.0,0.22259999811649323,
Plate1,A02,13,14400,25.9,0.22290000319480896,
Plate1,A02,14,15600,26.0,0.22439999878406525,
Plate1,A02,15,16800,26.3,0.22550000250339508,
Plate1,A02,16,18000,26.4,0.22550000250339508,
Plate1,A02,17,19200,26.3,0.22679999470710754,
Plate1,A02,18,20400,26.1,0.22769999504089355,
Plate1,A02,19,21600,26.0,0.2287999987602234,
Plate1,A02,20,22800,25.9,0.22949999570846558,
Plate1,A02,21,24000,26.0,0.2296999990940094,
Plate1,A02,22,25200,25.6,0.22830000519752502,
Plate1,A02,23,26400,25.8,0.2280000001192093,
Plate1,A02,24,27600,25.7,0.22990000247955322,
Plate1,A02,25,28800,25.6,0.23080000281333923,
Plate1,A02,26,30000,25.4,0.23180000483989716,
Plate1,A02,27,31200,25.1,0.23280000686645508,
Plate1,A02,28,32400,25.6,0.23340000212192535,
Plate1,A02,29,33600,25.4,0.23479999601840973,
Plate1,A02,30,34800,25.5,0.2363000065088272,
Plate1,A02,31,36000,25.4,0.23729999363422394,
Plate1,A02,32,37200,25.2,0.2387000024318695,
Plate1,A02,33,38400,25.4,0.23970000445842743,
Plate1,A02,34,39600,25.2,0.24070000648498535,
Plate1,A02,35,40800,25.4,0.241799995303154,
Plate1,A02,36,42000,25.4,0.24310000240802765,
Plate1,A02,37,43200,25.4,0.24449999630451202,
Plate1,A02,38,44400,25.3,0.24570000171661377,
Plate1,A02,39,45600,25.2,0.24709999561309814,
Plate1,A02,40,46800,25.3,0.2484000027179718,
Plate1,A02,41,48000,25.2,0.24950000643730164,
Plate1,A02,42,49200,25.1,0.2506999969482422,
Plate1,A02,43,50400,25.2,0.2522999942302704,
Plate1,A02,44,51600,25.6,0.2533999979496002,
Plate1,A02,45,52800,25.4,0.2547000050544739,
Plate1,A02,46,54000,25.2,0.25519999861717224,
Plate1,A02,47,55200,25.4,0.2567000091075897,
Plate1,A02,48,56400,25.2,0.257999986410141,
Plate1,A02,49,57600,25.1,0.25870001316070557,
Plate1,A03,1,0,24.8,0.2037999927997589,
Plate1,A03,2,1200,24.5,0.19210000336170197,
Plate1,A03,3,2400,25.5,0.19850000739097595,
Plate1,A03,4,3600,25.5,0.20409999787807465,
Plate1,A03,5,4800,25.7,0.21629999577999115,
Plate1,A03,6,6000,25.7,0.23250000178813934,
Plate1,A03,7,7200,25.8,0.2515999972820282,
Plate1,A03,8,8400,26.0,0.2720000147819519,
Plate1,A03,9,9600,25.9,0.2921999990940094,
Plate1,A03,10,10800,25.6,0.3109000027179718,
Plate1,A03,11,12000,26.0,0.32659998536109924,
Plate1,A03,12,13200,26.0,0.3382999897003174,
Plate1,A03,13,14400,25.9,0.3474999964237213,
Plate1,A03,14,15600,26.0,0.35359999537467957,
Plate1,A03,15,16800,26.3,0.3580000102519989,
Plate1,A03,16,18000,26.4,0.3610999882221222,
Plate1,A03,17,19200,26.3,0.3628000020980835,
Plate1,A03,18,20400,26.1,0.3646000027656555,
Plate1,A03,19,21600,26.0,0.3659000098705292,
Plate1,A03,20,22800,25.9,0.367000013589859,
Plate1,A03,21,24000,26.0,0.367900013923645,
Plate1,A03,22,25200,25.6,0.36890000104904175,
Plate1,A03,23,26400,25.8,0.36970001459121704,
Plate1,A03,24,27600,25.7,0.3707999885082245,
Plate1,A03,25,28800,25.6,0.3716000020503998,
Plate1,A03,26,30000,25.4,0.37220001220703125,
Plate1,A03,27,31200,25.1,0.3727000057697296,
Plate1,A03,28,32400,25.6,0.3734999895095825,
Plate1,A03,29,33600,25.4,0.374099999666214,
Plate1,A03,30,34800,25.5,0.37450000643730164,
Plate1,A03,31,36000,25.4,0.37529999017715454,
Plate1,A03,32,37200,25.2,0.375900000333786,
Plate1,A03,33,38400,25.4,0.3765000104904175,
Plate1,A03,34,39600,25.2,0.37709999084472656,
Plate1,A03,35,40800,25.4,0.3774999976158142,
Plate1,A03,36,42000,25.4,0.3781000077724457,
Plate1,A03,37,43200,25.4,0.37880000472068787,
Plate1,A03,38,44400,25.3,0.37929999828338623,
Plate1,A03,39,45600,25.2,0.3799000084400177,
Plate1,A03,40,46800,25.3,0.3804999887943268,
Plate1,A03,41,48000,25.2,0.38109999895095825,
Plate1,A03,42,49200,25.1,0.3815000057220459,
Plate1,A03,43,50400,25.2,0.3822999894618988,
Plate1,A03,44,51600,25.6,0.38269999623298645,
Plate1,A03,45,52800,25.4,0.3831999897956848,
Plate1,A03,46,54000,25.2,0.3831999897956848,
Plate1,A03,47,55200,25.4,0.38339999318122864,
Plate1,A03,48,56400,25.2,0.38370001316070557,
Plate1,A03,49,57600,25.1,0.383899986743927,
Plate1,A04,1,0,24.8,0.20880000293254852,
Plate1,A04,2,1200,24.5,0.19480000436306,
Plate1,A04,3,2400,25.5,0.19370000064373016,
Plate1,A04,4,3600,25.5,0.19329999387264252,
Plate1,A04,5,4800,25.7,0.19509999454021454,
Plate1,A04,6,6000,25.7,0.19789999723434448,
Plate1,A04,7,7200,25.8,0.20029999315738678,
Plate1,A04,8,8400,26.0,0.20309999585151672,
Plate1,A04,9,9600,25.9,0.20579999685287476,
Plate1,A04,10,10800,25.6,0.20880000293254852,
Plate1,A04,11,12000,26.0,0.2110999971628189,
Plate1,A04,12,13200,26.0,0.21250000596046448,
Plate1,A04,13,14400,25.9,0.21439999341964722,
Plate1,A04,14,15600,26.0,0.21539999544620514,
Plate1,A04,15,16800,26.3,0.21660000085830688,
Plate1,A04,16,18000,26.4,0.21739999949932098,
Plate1,A04,17,19200,26.3,0.2184000015258789,
Plate1,A04,18,20400,26.1,0.21940000355243683,
Plate1,A04,19,21600,26.0,0.22050000727176666,
Plate1,A04,20,22800,25.9,0.2215999960899353,
Plate1,A04,21,24000,26.0,0.22290000319480896,
Plate1,A04,22,25200,25.6,0.22419999539852142,
Plate1,A04,23,26400,25.8,0.22550000250339508,
Plate1,A04,24,27600,25.7,0.22699999809265137,
Plate1,A04,25,28800,25.6,0.22840000689029694,
Plate1,A04,26,30000,25.4,0.22939999401569366,
Plate1,A04,27,31200,25.1,0.2305999994277954,
Plate1,A04,28,32400,25.6,0.23180000483989716,
Plate1,A04,29,33600,25.4,0.23309999704360962,
Plate1,A04,30,34800,25.5,0.2345000058412552,
Plate1,A04,31,36000,25.4,0.23549999296665192,
Plate1,A04,32,37200,25.2,0.23669999837875366,
Plate1,A04,33,38400,25.4,0.2378000020980835,
Plate1,A04,34,39600,25.2,0.23899999260902405,
Plate1,A04,35,40800,25.4,0.2402999997138977,
Plate1,A04,36,42000,25.4,0.24160000681877136,
Plate1,A04,37,43200,25.4,0.24320000410079956,
Plate1,A04,38,44400,25.3,0.2451999932527542,
Plate1,A04,39,45600,25.2,0.24719999730587006,
Plate1,A04,40,46800,25.3,0.24860000610351562,
Plate1,A04,41,48000,25.2,0.2498999983072281,
Plate1,A04,42,49200,25.1,0.25119999051094055,
Plate1,A04,43,50400,25.2,0.2533999979496002,
Plate1,A04,44,51600,25.6,0.2549999952316284,
Plate1,A04,45,52800,25.4,0.2565000057220459,
Plate1,A04,46,54000,25.2,0.25769999623298645,
Plate1,A04,47,55200,25.4,0.25850000977516174,
Plate1,A04,48,56400,25.2,0.25940001010894775,
Plate1,A04,49,57600,25.1,0.26010000705718994,
Plate1,A05,1,0,24.8,0.2054000049829483,
Plate1,A05,2,1200,24.5,0.19189999997615814,
Plate1,A05,3,2400,25.5,0.19189999997615814,
Plate1,A05,4,3600,25.5,0.19130000472068787,
Plate1,A05,5,4800,25.7,0.19290000200271606,
Plate1,A05,6,6000,25.7,0.19550000131130219,
Plate1,A05,7,7200,25.8,0.19850000739097595,
Plate1,A05,8,8400,26.0,0.20090000331401825,
Plate1,A05,9,9600,25.9,0.2037999927997589,
Plate1,A05,10,10800,25.6,0.20630000531673431,
Plate1,A05,11,12000,26.0,0.20880000293254852,
Plate1,A05,12,13200,26.0,0.21050000190734863,
Plate1,A05,13,14400,25.9,0.21209999918937683,
Plate1,A05,14,15600,26.0,0.21289999783039093,
Plate1,A05,15,16800,26.3,0.21379999816417694,
Plate1,A05,16,18000,26.4,0.21439999341964722,
Plate1,A05,17,19200,26.3,0.21539999544620514,
Plate1,A05,18,20400,26.1,0.21639999747276306,
Plate1,A05,19,21600,26.0,0.21729999780654907,
Plate1,A05,20,22800,25.9,0.21850000321865082,
Plate1,A05,21,24000,26.0,0.21940000355243683,
Plate1,A05,22,25200,25.6,0.22059999406337738,
Plate1,A05,23,26400,25.8,0.22179999947547913,
Plate1,A05,24,27600,25.7,0.2231999933719635,
Plate1,A05,25,28800,25.6,0.22439999878406525,
Plate1,A05,26,30000,25.4,0.22529999911785126,
Plate1,A05,27,31200,25.1,0.22619999945163727,
Plate1,A05,28,32400,25.6,0.2273000031709671,
Plate1,A05,29,33600,25.4,0.22830000519752502,
Plate1,A05,30,34800,25.5,0.22930000722408295,
Plate1,A05,31,36000,25.4,0.23029999434947968,
Plate1,A05,32,37200,25.2,0.2312999963760376,
Plate1,A05,33,38400,25.4,0.2321999967098236,
Plate1,A05,34,39600,25.2,0.23309999704360962,
Plate1,A05,35,40800,25.4,0.23420000076293945,
Plate1,A05,36,42000,25.4,0.23510000109672546,
Plate1,A05,37,43200,25.4,0.2362000048160553,
Plate1,A05,38,44400,25.3,0.2371000051498413,
Plate1,A05,39,45600,25.2,0.23810000717639923,
Plate1,A05,40,46800,25.3,0.23909999430179596,
Plate1,A05,41,48000,25.2,0.24009999632835388,
Plate1,A05,42,49200,25.1,0.2410999983549118,
Plate1,A05,43,50400,25.2,0.24220000207424164,
Plate1,A05,44,51600,25.6,0.24310000240802765,
Plate1,A05,45,52800,25.4,0.24379999935626984,
Plate1,A05,46,54000,25.2,0.2442999929189682,
Plate1,A05,47,55200,25.4,0.24500000476837158,
Plate1,A05,48,56400,25.2,0.2459000051021576,
Plate1,A05,49,57600,25.1,0.24650000035762787,
Plate1,A06,1,0,24.8,0.20810000598430634,
Plate1,A06,2,1200,24.5,0.1949000060558319,
Plate1,A06,3,2400,25.5,0.19589999318122864,
Plate1,A06,4,3600,25.5,0.19439999759197235,
Plate1,A06,5,4800,25.7,0.19699999690055847,
Plate1,A06,6,6000,25.7,0.19900000095367432,
Plate1,A06,7,7200,25.8,0.2020999938249588,
Plate1,A06,8,8400,26.0,0.2054000049829483,
Plate1,A06,9,9600,25.9,0.2084999978542328,
Plate1,A06,10,10800,25.6,0.2117999941110611,
Plate1,A06,11,12000,26.0,0.21389999985694885,
Plate1,A06,12,13200,26.0,0.2168000042438507,
Plate1,A06,13,14400,25.9,0.21899999678134918,
Plate1,A06,14,15600,26.0,0.22030000388622284,
Plate1,A06,15,16800,26.3,0.2215999960899353,
Plate1,A06,16,18000,26.4,0.22269999980926514,
Plate1,A06,17,19200,26.3,0.2240999937057495,
Plate1,A06,18,20400,26.1,0.22589999437332153,
Plate1,A06,19,21600,26.0,0.22679999470710754,
Plate1,A06,20,22800,25.9,0.22840000689029694,
Plate1,A06,21,24000,26.0,0.23010000586509705,
Plate1,A06,22,25200,25.6,0.2321999967098236,
Plate1,A06,23,26400,25.8,0.23350000381469727,
Plate1,A06,24,27600,25.7,0.2354000061750412,
Plate1,A06,25,28800,25.6,0.2371000051498413,
Plate1,A06,26,30000,25.4,0.23829999566078186,
Plate1,A06,27,31200,25.1,0.23999999463558197,
Plate1,A06,28,32400,25.6,0.24150000512599945,
Plate1,A06,29,33600,25.4,0.24300000071525574,
Plate1,A06,30,34800,25.5,0.2443999946117401,
Plate1,A06,31,36000,25.4,0.24609999358654022,
Plate1,A06,32,37200,25.2,0.2476000040769577,
Plate1,A06,33,38400,25.4,0.2492000013589859,
Plate1,A06,34,39600,25.2,0.25040000677108765,
Plate1,A06,35,40800,25.4,0.25200000405311584,
Plate1,A06,36,42000,25.4,0.25360000133514404,
Plate1,A06,37,43200,25.4,0.25540000200271606,
Plate1,A06,38,44400,25.3,0.2567000091075897,
Plate1,A06,39,45600,25.2,0.25839999318122864,
Plate1,A06,40,46800,25.3,0.25999999046325684,
Plate1,A06,41,48000,25.2,0.2612000107765198,
Plate1,A06,42,49200,25.1,0.26269999146461487,
Plate1,A06,43,50400,25.2,0.2644999921321869,
Plate1,A06,44,51600,25.6,0.26600000262260437,
Plate1,A06,45,52800,25.4,0.26759999990463257,
Plate1,A06,46,54000,25.2,0.2685999870300293,
Plate1,A06,47,55200,25.4,0.26980000734329224,
Plate1,A06,48,56400,25.2,0.2711000144481659,
Plate1,A06,49,57600,25.1,0.27239999175071716,
Plate1,A07,1,0,24.8,0.20630000531673431,
Plate1,A07,2,1200,24.5,0.19259999692440033,
Plate1,A07,3,2400,25.5,0.1949000060558319,
Plate1,A07,4,3600,25.5,0.19429999589920044,
Plate1,A07,5,4800,25.7,0.19580000638961792,
Plate1,A07,6,6000,25.7,0.19859999418258667,
Plate1,A07,7,7200,25.8,0.20170000195503235,
Plate1,A07,8,8400,26.0,0.20499999821186066,
Plate1,A07,9,9600,25.9,0.2087000012397766,
Plate1,A07,10,10800,25.6,0.21199999749660492,
Plate1,A07,11,12000,26.0,0.21480000019073486,
Plate1,A07,12,13200,26.0,0.21729999780654907,
Plate1,A07,13,14400,25.9,0.219200000166893,
Plate1,A07,14,15600,26.0,0.22089999914169312,
Plate1,A07,15,16800,26.3,0.2223999947309494,
Plate1,A07,16,18000,26.4,0.2240000069141388,
Plate1,A07,17,19200,26.3,0.22579999268054962,
Plate1,A07,18,20400,26.1,0.2273000031709671,
Plate1,A07,19,21600,26.0,0.22930000722408295,
Plate1,A07,20,22800,25.9,0.23109999299049377,
Plate1,A07,21,24000,26.0,0.2329999953508377,
Plate1,A07,22,25200,25.6,0.23520000278949738,
Plate1,A07,23,26400,25.8,0.23729999363422394,
Plate1,A07,24,27600,25.7,0.23960000276565552,
Plate1,A07,25,28800,25.6,0.24169999361038208,
Plate1,A07,26,30000,25.4,0.24369999766349792,
Plate1,A07,27,31200,25.1,0.24570000171661377,
Plate1,A07,28,32400,25.6,0.24789999425411224,
Plate1,A07,29,33600,25.4,0.25,
Plate1,A07,30,34800,25.5,0.25220000743865967,
Plate1,A07,31,36000,25.4,0.25429999828338623,
Plate1,A07,32,37200,25.2,0.2563999891281128,
Plate1,A07,33,38400,25.4,0.25859999656677246,
Plate1,A07,34,39600,25.2,0.26089999079704285,
Plate1,A07,35,40800,25.4,0.2632000148296356,
Plate1,A07,36,42000,25.4,0.2653999924659729,
Plate1,A07,37,43200,25.4,0.2678999900817871,
Plate1,A07,38,44400,25.3,0.2702000141143799,
Plate1,A07,39,45600,25.2,0.2727000117301941,
Plate1,A07,40,46800,25.3,0.2750999927520752,
Plate1,A07,41,48000,25.2,0.2775999903678894,
Plate1,A07,42,49200,25.1,0.2800000011920929,
Plate1,A07,43,50400,25.2,0.28290000557899475,
Plate1,A07,44,51600,25.6,0.28519999980926514,
Plate1,A07,45,52800,25.4,0.28760001063346863,
Plate1,A07,46,54000,25.2,0.289900004863739,
Plate1,A07,47,55200,25.4,0.2921999990940094,
Plate1,A07,48,56400,25.2,0.2944999933242798,
Plate1,A07,49,57600,25.1,0.2969000041484833,
Plate1,A08,1,0,24.8,0.21040000021457672,
Plate1,A08,2,1200,24.5,0.20389999449253082,
Plate1,A08,3,2400,25.5,0.21459999680519104,
Plate1,A08,4,3600,25.5,0.22190000116825104,
Plate1,A08,5,4800,25.7,0.23340000212192535,
Plate1,A08,6,6000,25.7,0.24529999494552612,
Plate1,A08,7,7200,25.8,0.2574999928474426,
Plate1,A08,8,8400,26.0,0.2703000009059906,
Plate1,A08,9,9600,25.9,0.2824000120162964,
Plate1,A08,10,10800,25.6,0.29510000348091125,
Plate1,A08,11,12000,26.0,0.3068999946117401,
Plate1,A08,12,13200,26.0,0.3181999921798706,
Plate1,A08,13,14400,25.9,0.32899999618530273,
Plate1,A08,14,15600,26.0,0.3393999934196472,
Plate1,A08,15,16800,26.3,0.3497999906539917,
Plate1,A08,16,18000,26.4,0.3594000041484833,
Plate1,A08,17,19200,26.3,0.36910000443458557,
Plate1,A08,18,20400,26.1,0.37869998812675476,
Plate1,A08,19,21600,26.0,0.38839998841285706,
Plate1,A08,20,22800,25.9,0.3977000117301941,
Plate1,A08,21,24000,26.0,0.40709999203681946,
Plate1,A08,22,25200,25.6,0.41679999232292175,
Plate1,A08,23,26400,25.8,0.4259999990463257,
Plate1,A08,24,27600,25.7,0.4352000057697296,
Plate1,A08,25,28800,25.6,0.4440999925136566,
Plate1,A08,26,30000,25.4,0.45239999890327454,
Plate1,A08,27,31200,25.1,0.4609000086784363,
Plate1,A08,28,32400,25.6,0.46939998865127563,
Plate1,A08,29,33600,25.4,0.4779999852180481,
Plate1,A08,30,34800,25.5,0.486299991607666,
Plate1,A08,31,36000,25.4,0.4950000047683716,
Plate1,A08,32,37200,25.2,0.5030999779701233,
Plate1,A08,33,38400,25.4,0.5110999941825867,
Plate1,A08,34,39600,25.2,0.51910001039505,
Plate1,A08,35,40800,25.4,0.5271999835968018,
Plate1,A08,36,42000,25.4,0.5353999733924866,
Plate1,A08,37,43200,25.4,0.5432000160217285,
Plate1,A08,38,44400,25.3,0.5508000254631042,
Plate1,A08,39,45600,25.2,0.5587000250816345,
Plate1,A08,40,46800,25.3,0.5659999847412109,
Plate1,A08,41,48000,25.2,0.5737000107765198,
Plate1,A08,42,49200,25.1,0.5813000202178955,
Plate1,A08,43,50400,25.2,0.588699996471405,
Plate1,A08,44,51600,25.6,0.5957000255584717,
Plate1,A08,45,52800,25.4,0.6025999784469604,
Plate1,A08,46,54000,25.2,0.6092000007629395,
Plate1,A08,47,55200,25.4,0.6158000230789185,
Plate1,A08,48,56400,25.2,0.6223999857902527,
Plate1,A08,49,57600,25.1,0.6287000179290771,
Plate1,A09,1,0,24.8,0.20679999887943268,
Plate1,A09,2,1200,24.5,0.19370000064373016,
Plate1,A09,3,2400,25.5,0.19820000231266022,
Plate1,A09,4,3600,25.5,0.19550000131130219,
Plate1,A09,5,4800,25.7,0.19820000231266022,
Plate1,A09,6,6000,25.7,0.20090000331401825,
Plate1,A09,7,7200,25.8,0.2045000046491623,
Plate1,A09,8,8400,26.0,0.20829999446868896,
Plate1,A09,9,9600,25.9,0.21160000562667847,
Plate1,A09,10,10800,25.6,0.21580000221729279,
Plate1,A09,11,12000,26.0,0.2190999984741211,
Plate1,A09,12,13200,26.0,0.22210000455379486,
Plate1,A09,13,14400,25.9,0.22419999539852142,
Plate1,A09,14,15600,26.0,0.2264000028371811,
Plate1,A09,15,16800,26.3,0.22830000519752502,
Plate1,A09,16,18000,26.4,0.23019999265670776,
Plate1,A09,17,19200,26.3,0.23199999332427979,
Plate1,A09,18,20400,26.1,0.23420000076293945,
Plate1,A09,19,21600,26.0,0.2362000048160553,
Plate1,A09,20,22800,25.9,0.23829999566078186,
Plate1,A09,21,24000,26.0,0.2401999980211258,
Plate1,A09,22,25200,25.6,0.24269999563694,
Plate1,A09,23,26400,25.8,0.2451999932527542,
Plate1,A09,24,27600,25.7,0.24779999256134033,
Plate1,A09,25,28800,25.6,0.25029999017715454,
Plate1,A09,26,30000,25.4,0.2524000108242035,
Plate1,A09,27,31200,25.1,0.25450000166893005,
Plate1,A09,28,32400,25.6,0.25679999589920044,
Plate1,A09,29,33600,25.4,0.25929999351501465,
Plate1,A09,30,34800,25.5,0.26159998774528503,
Plate1,A09,31,36000,25.4,0.2639000117778778,
Plate1,A09,32,37200,25.2,0.2660999894142151,
Plate1,A09,33,38400,25.4,0.26829999685287476,
Plate1,A09,34,39600,25.2,0.27059999108314514,
Plate1,A09,35,40800,25.4,0.27300000190734863,
Plate1,A09,36,42000,25.4,0.275299996137619,
Plate1,A09,37,43200,25.4,0.2777000069618225,
Plate1,A09,38,44400,25.3,0.2800000011920929,
Plate1,A09,39,45600,25.2,0.2824000120162964,
Plate1,A09,40,46800,25.3,0.28459998965263367,
Plate1,A09,41,48000,25.2,0.2870999872684479,
Plate1,A09,42,49200,25.1,0.28949999809265137,
Plate1,A09,43,50400,25.2,0.2924000024795532,
Plate1,A09,44,51600,25.6,0.2944999933242798,
Plate1,A09,45,52800,25.4,0.29660001397132874,
Plate1,A09,46,54000,25.2,0.2985999882221222,
Plate1,A09,47,55200,25.4,0.30059999227523804,
Plate1,A09,48,56400,25.2,0.3027999997138977,
Plate1,A09,49,57600,25.1,0.30480000376701355,
Plate1,A10,1,0,24.8,0.20730000734329224,
Plate1,A10,2,1200,24.5,0.20329999923706055,
Plate1,A10,3,2400,25.5,0.22010000050067902,
Plate1,A10,4,3600,25.5,0.24089999496936798,
Plate1,A10,5,4800,25.7,0.2685000002384186,
Plate1,A10,6,6000,25.7,0.29809999465942383,
Plate1,A10,7,7200,25.8,0.32760000228881836,
Plate1,A10,8,8400,26.0,0.35600000619888306,
Plate1,A10,9,9600,25.9,0.3828999996185303,
Plate1,A10,10,10800,25.6,0.4081999957561493,
Plate1,A10,11,12000,26.0,0.4311000108718872,
Plate1,A10,12,13200,26.0,0.45190000534057617,
Plate1,A10,13,14400,25.9,0.4708999991416931,
Plate1,A10,14,15600,26.0,0.4885999858379364,
Plate1,A10,15,16800,26.3,0.5048999786376953,
Plate1,A10,16,18000,26.4,0.5199000239372253,
Plate1,A10,17,19200,26.3,0.5335999727249146,
Plate1,A10,18,20400,26.1,0.5465999841690063,
Plate1,A10,19,21600,26.0,0.558899998664856,
Plate1,A10,20,22800,25.9,0.5702999830245972,
Plate1,A10,21,24000,26.0,0.5813000202178955,
Plate1,A10,22,25200,25.6,0.5918999910354614,
Plate1,A10,23,26400,25.8,0.6018999814987183,
Plate1,A10,24,27600,25.7,0.611299991607666,
Plate1,A10,25,28800,25.6,0.6200000047683716,
Plate1,A10,26,30000,25.4,0.6279000043869019,
Plate1,A10,27,31200,25.1,0.6358000040054321,
Plate1,A10,28,32400,25.6,0.6428999900817871,
Plate1,A10,29,33600,25.4,0.6498000025749207,
Plate1,A10,30,34800,25.5,0.6560999751091003,
Plate1,A10,31,36000,25.4,0.6620000004768372,
Plate1,A10,32,37200,25.2,0.6675000190734863,
Plate1,A10,33,38400,25.4,0.6725000143051147,
Plate1,A10,34,39600,25.2,0.6769999861717224,
Plate1,A10,35,40800,25.4,0.6815999746322632,
Plate1,A10,36,42000,25.4,0.6851999759674072,
Plate1,A10,37,43200,25.4,0.6890000104904175,
Plate1,A10,38,44400,25.3,0.6922000050544739,
Plate1,A10,39,45600,25.2,0.6953999996185303,
Plate1,A10,40,46800,25.3,0.6977999806404114,
Plate1,A10,41,48000,25.2,0.7002999782562256,
Plate1,A10,42,49200,25.1,0.7024000287055969,
Plate1,A10,43,50400,25.2,0.7044000029563904,
Plate1,A10,44,51600,25.6,0.7059000134468079,
Plate1,A10,45,52800,25.4,0.7073000073432922,
Plate1,A10,46,54000,25.2,0.7080000042915344,
Plate1,A10,47,55200,25.4,0.708899974822998,
Plate1,A10,48,56400,25.2,0.7095999717712402,
Plate1,A10,49,57600,25.1,0.7096999883651733,
Plate1,A11,1,0,24.8,0.20810000598430634,
Plate1,A11,2,1200,24.5,0.19580000638961792,
Plate1,A11,3,2400,25.5,0.19920000433921814,
Plate1,A11,4,3600,25.5,0.20110000669956207,
Plate1,A11,5,4800,25.7,0.20640000700950623,
Plate1,A11,6,6000,25.7,0.21230000257492065,
Plate1,A11,7,7200,25.8,0.21950000524520874,
Plate1,A11,8,8400,26.0,0.2273000031709671,
Plate1,A11,9,9600,25.9,0.23510000109672546,
Plate1,A11,10,10800,25.6,0.24390000104904175,
Plate1,A11,11,12000,26.0,0.25220000743865967,
Plate1,A11,12,13200,26.0,0.26019999384880066,
Plate1,A11,13,14400,25.9,0.2680000066757202,
Plate1,A11,14,15600,26.0,0.2759000062942505,
Plate1,A11,15,16800,26.3,0.2840000092983246,
Plate1,A11,16,18000,26.4,0.2921999990940094,
Plate1,A11,17,19200,26.3,0.3005000054836273,
Plate1,A11,18,20400,26.1,0.3089999854564667,
Plate1,A11,19,21600,26.0,0.31779998540878296,
Plate1,A11,20,22800,25.9,0.32679998874664307,
Plate1,A11,21,24000,26.0,0.33570000529289246,
Plate1,A11,22,25200,25.6,0.3447999954223633,
Plate1,A11,23,26400,25.8,0.3540000021457672,
